1.38893E-05 8.15213E-07 8.15213E-07 0.00000E+00 7.63983E-16
1.84469E-04 1.43799E-04 1.43796E-04 0.00000E+00 2.37712E-11
3.55052E-04 5.32705E-04 5.32675E-04 0.00000E+00 3.26213E-10
5.25639E-04 1.16753E-03 1.16738E-03 0.00000E+00 1.56701E-09
6.96230E-04 2.04825E-03 2.04781E-03 0.00000E+00 4.82270E-09
8.66824E-04 3.17484E-03 3.17377E-03 0.00000E+00 1.15867E-08
1.03742E-03 4.54725E-03 4.54505E-03 0.00000E+00 2.37687E-08
1.20803E-03 6.16543E-03 6.16139E-03 0.00000E+00 4.36944E-08
1.37863E-03 8.02930E-03 8.02244E-03 0.00000E+00 7.41045E-08
1.54925E-03 1.01388E-02 1.01278E-02 0.00000E+00 1.18154E-07
1.71986E-03 1.24938E-02 1.24772E-02 0.00000E+00 1.79411E-07
1.89048E-03 1.50951E-02 1.50707E-02 0.00000E+00 2.62027E-07
2.06111E-03 1.79419E-02 1.79074E-02 0.00000E+00 3.70352E-07
2.23174E-03 2.10336E-02 2.09861E-02 0.00000E+00 5.09122E-07
2.40237E-03 2.43703E-02 2.43063E-02 0.00000E+00 6.83566E-07
2.57301E-03 2.79517E-02 2.78674E-02 0.00000E+00 8.99303E-07
2.74366E-03 3.17777E-02 3.16687E-02 0.00000E+00 1.16238E-06
2.91431E-03 3.58482E-02 3.57094E-02 0.00000E+00 1.47924E-06
3.08496E-03 4.01630E-02 3.99887E-02 0.00000E+00 1.85671E-06
3.25562E-03 4.47218E-02 4.45056E-02 0.00000E+00 2.30204E-06
3.42629E-03 4.95245E-02 4.92592E-02 0.00000E+00 2.82289E-06
3.59696E-03 5.45707E-02 5.42486E-02 0.00000E+00 3.42722E-06
3.76763E-03 5.98603E-02 5.94726E-02 0.00000E+00 4.12357E-06
3.93832E-03 6.53930E-02 6.49301E-02 0.00000E+00 4.92066E-06
4.10900E-03 7.11684E-02 7.06201E-02 0.00000E+00 5.82777E-06
4.27970E-03 7.71863E-02 7.65413E-02 0.00000E+00 6.85447E-06
4.45040E-03 8.34465E-02 8.26925E-02 0.00000E+00 8.01058E-06
4.62110E-03 8.99485E-02 8.90723E-02 0.00000E+00 9.30668E-06
4.79182E-03 9.66920E-02 9.56794E-02 0.00000E+00 1.07534E-05
4.96254E-03 1.03677E-01 1.02512E-01 0.00000E+00 1.23618E-05
5.13326E-03 1.10902E-01 1.09570E-01 0.00000E+00 1.41433E-05
5.30399E-03 1.18368E-01 1.16850E-01 0.00000E+00 1.61099E-05
5.47473E-03 1.26074E-01 1.24352E-01 0.00000E+00 1.82736E-05
5.64548E-03 1.34020E-01 1.32074E-01 0.00000E+00 2.06470E-05
5.81623E-03 1.42205E-01 1.40013E-01 0.00000E+00 2.32431E-05
5.98699E-03 1.50629E-01 1.48170E-01 0.00000E+00 2.60750E-05
6.15776E-03 1.59292E-01 1.56541E-01 0.00000E+00 2.91563E-05
6.32854E-03 1.68192E-01 1.65125E-01 0.00000E+00 3.25010E-05
6.49932E-03 1.77330E-01 1.73920E-01 0.00000E+00 3.61234E-05
6.67011E-03 1.86705E-01 1.82924E-01 0.00000E+00 4.00380E-05
6.84091E-03 1.96317E-01 1.92136E-01 0.00000E+00 4.42597E-05
7.01172E-03 2.06165E-01 2.01553E-01 0.00000E+00 4.88039E-05
7.18254E-03 2.16248E-01 2.11174E-01 0.00000E+00 5.36864E-05
7.35336E-03 2.26567E-01 2.20996E-01 0.00000E+00 5.89231E-05
7.52420E-03 2.37120E-01 2.31017E-01 0.00000E+00 6.45295E-05
7.69504E-03 2.47907E-01 2.41235E-01 0.00000E+00 7.05224E-05
7.86589E-03 2.58928E-01 2.51648E-01 0.00000E+00 7.69186E-05
8.03675E-03 2.70181E-01 2.62254E-01 0.00000E+00 8.37353E-05
8.20762E-03 2.81667E-01 2.73050E-01 0.00000E+00 9.09892E-05
8.37850E-03 2.93385E-01 2.84034E-01 0.00000E+00 9.86987E-05
8.54939E-03 3.05334E-01 2.95204E-01 0.00000E+00 1.06881E-04
8.72029E-03 3.17514E-01 3.06558E-01 0.00000E+00 1.15555E-04
8.89120E-03 3.29923E-01 3.18092E-01 0.00000E+00 1.24740E-04
9.06212E-03 3.42562E-01 3.29805E-01 0.00000E+00 1.34453E-04
9.23305E-03 3.55430E-01 3.41694E-01 0.00000E+00 1.44712E-04
9.40399E-03 3.68526E-01 3.53756E-01 0.00000E+00 1.55540E-04
9.57495E-03 3.81849E-01 3.65989E-01 0.00000E+00 1.66953E-04
9.74591E-03 3.95400E-01 3.78390E-01 0.00000E+00 1.78970E-04
9.91689E-03 4.09176E-01 3.90957E-01 0.00000E+00 1.91617E-04
1.00879E-02 4.23177E-01 4.03687E-01 0.00000E+00 2.04906E-04
1.02589E-02 4.37404E-01 4.16577E-01 0.00000E+00 2.18862E-04
1.04299E-02 4.51855E-01 4.29624E-01 0.00000E+00 2.33501E-04
1.06009E-02 4.66528E-01 4.42826E-01 0.00000E+00 2.48850E-04
1.07720E-02 4.81425E-01 4.56179E-01 0.00000E+00 2.64930E-04
1.09430E-02 4.96543E-01 4.69681E-01 0.00000E+00 2.81757E-04
1.11141E-02 5.11883E-01 4.83330E-01 0.00000E+00 2.99352E-04
1.12851E-02 5.27443E-01 4.97121E-01 0.00000E+00 3.17742E-04
1.14562E-02 5.43222E-01 5.11053E-01 0.00000E+00 3.36939E-04
1.16273E-02 5.59221E-01 5.25121E-01 0.00000E+00 3.56983E-04
1.17985E-02 5.75438E-01 5.39323E-01 0.00000E+00 3.77879E-04
1.19696E-02 5.91872E-01 5.53656E-01 0.00000E+00 3.99654E-04
1.21407E-02 6.08522E-01 5.68118E-01 0.00000E+00 4.22327E-04
1.23119E-02 6.25388E-01 5.82703E-01 0.00000E+00 4.45929E-04
1.24831E-02 6.42470E-01 5.97411E-01 0.00000E+00 4.70474E-04
1.26543E-02 6.59765E-01 6.12237E-01 0.00000E+00 4.96039E-04
1.28255E-02 6.77274E-01 6.27177E-01 0.00000E+00 5.22506E-04
1.29967E-02 6.94995E-01 6.42230E-01 0.00000E+00 5.49977E-04
1.31680E-02 7.12928E-01 6.57392E-01 0.00000E+00 5.78530E-04
1.33392E-02 7.31072E-01 6.72659E-01 0.00000E+00 6.08112E-04
1.35105E-02 7.49425E-01 6.88028E-01 0.00000E+00 6.38967E-04
1.36818E-02 7.67988E-01 7.03496E-01 0.00000E+00 6.70755E-04
1.38531E-02 7.86759E-01 7.19060E-01 0.00000E+00 7.03657E-04
1.40245E-02 8.05737E-01 7.34715E-01 0.00000E+00 7.37744E-04
